Column1,company,experience,min_exp,max_exp,salary,location,joblisted(days_ago),postedin,rating,reviews_count,details,salary_data_provide_by,base_salary,max_salary,salary_disclosed,Exp_Pattern
Senior/Lead Analyst - R/SQL/Python (8-12 yrs),WIZSTAFFING PRIVATE LIMITED,8-12 Yrs,8,12,Not Disclosed,Bangalore / Bengaluru,30,hirist,1,2,"Data Analyst, Data Analytics, R",Unknown,360000,1330000,0,Range (X-Y yrs)
FP&A Data Analyst,Poppulo,3-5 Yrs,3,5,Not Disclosed,Bangalore / Bengaluru,30,Naukri,0,0,"Troubleshooting, Reconciliation, Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Financial Data Analyst,Energy Aspects,1-4 Yrs,1,4,Not Disclosed,Kolkata,120,Naukri,3.9,3,"SQL, Data analysis, Monitoring",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - SQL/Python (2-5 yrs),Bizdeed HR Solutions Pvt.Ltd,2-5 Yrs,2,5,Not Disclosed,Mumbai,60,hirist,5,1,"Data Analyst, Data Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,STEP NEXT,2-4 Yrs,2,4,Not Disclosed,Amod,30,Naukri,0,0,"HTML, Automation, Workflow",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,GyanTU,2-7 Yrs,2,7,Not Disclosed,"Chennai, Pune, New Delhi
													+4 more",60,Naukri,5,1,"Troubleshooting, Data mining, E-learning",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,BP INCORPORATE INTERNATIONAL.,8-12 Yrs,8,12,Not Disclosed,Pune,30,Naukri,0,0,"Performance tuning, Data analysis, SAP FICO",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst - Azure (4-6 yrs),estrel.ai,4-6 Yrs,4,6,Not Disclosed,Delhi ncr,30,hirist,0,0,"Data Analyst, Azure, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Presales & Solution Architect - Data Analytics (5-8 yrs),estrel.ai,5-8 Yrs,5,8,Not Disclosed,"Delhi ncr, Noida",30,hirist,0,0,"Presales, Solution Architect, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Power BI (3-5 yrs),estrel.ai,3-5 Yrs,3,5,Not Disclosed,"International/Overseas, Abu Dhabi",30,hirist,0,0,"Data Analyst, Power BI, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,MS Clinical Research (P) Ltd,1-4 Yrs,1,4,Not Disclosed,Bangalore / Bengaluru,90,Naukri,2.7,12,"data mining, data cleansing, data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Valasys Media Pvt Ltd,4-9 Yrs,4,9,Not Disclosed,Pune,365,Naukri,2.6,16,"Helpdesk, Data analysis, Data mining",Unknown,360000,1330000,0,Range (X-Y yrs)
Dot NET Developer,Oceanfrogs,0-1 Yrs,0,1,Not Disclosed,Remote,730,Naukri,4.2,2,"Data Analyst, Analyst 1, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst Manager,VoiceTree Technologies Pvt Ltd.,8-15 Yrs,8,15,Not Disclosed,Remote,730,Naukri,2.4,27,"Data analysis, Automation, Data collection",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,ALLIANCES GALORE PRIVATE LIMITED,1-3 Yrs,1,3,Not Disclosed,Bangalore / Bengaluru,365,Naukri,2.4,20,Data Analyst,Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,WorkFusion,2-6 Yrs,2,6,Not Disclosed,Hyderabad / Secunderabad,730,Naukri,2.3,26,"Data collection, Data Analyst, tableau",Unknown,360000,1330000,0,Range (X-Y yrs)
Tableau Architect - Reporting Analytics & Dashboard (12-15 yrs),RapidBraiins,12-15 Yrs,12,15,Not Disclosed,"Kolkata, Chennai, Pune",30,hirist,0,0,"Tableau, Reporting Analytics, Analytics Dashboards",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,ZAGENO Inc,3-6 Yrs,3,6,Not Disclosed,Bangalore / Bengaluru,30,Naukri,1,1,"Analytics, Life sciences, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,SOCIOMIX / OPR TECHNOLOGIES PVT LTD,0-5 Yrs,0,5,Not Disclosed,New Delhi,30,Naukri,0,0,"Data analysis, SQL, data visualization",Unknown,360000,1330000,0,Range (X-Y yrs)
Jollee - Data Analyst (1-3 yrs),Bundle O Joy,1-3 Yrs,1,3,Not Disclosed,Gurgaon / Gurugram,30,iimjobs,1.7,2,"Data Analytics, Data Visualization, Statistics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Optical arc,5-10 Yrs,5,10,Not Disclosed,Pune,150,Naukri,2.7,9,"SQL, Python, Data modeling",Unknown,360000,1330000,0,Range (X-Y yrs)
Clinical Data Analyst,Sitero,1-4 Yrs,1,4,Not Disclosed,Mysuru / Mysore,365,Naukri,1.6,7,"Clinical operations, GCP, Pharma",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Quality Business Analyst (2-4 yrs),TERRAGIG LLP,2-4 Yrs,2,4,Not Disclosed,Chennai,30,hirist,0,0,"Data Quality, Business Analyst, Data Governance",Unknown,360000,1330000,0,Range (X-Y yrs)
Marketing Data Analyst,EASYRECRUE,3-8 Yrs,3,8,Not Disclosed,Hyderabad / Secunderabad,30,Naukri,0,0,"CRM, Analytics, Data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
PHP Developer,Oob Smarthome India PVT LTD,0-1 Yrs,0,1,Not Disclosed,Ahmedabad,365,Naukri,2.9,6,C,Unknown,360000,1330000,0,Range (X-Y yrs)
Data Visualization Analyst - Tableau & Power BI (2-6 yrs),D Square Consulting Service,2-6 Yrs,2,6,Not Disclosed,Bangalore / Bengaluru,30,hirist,1,1,"Data Visualization, Data Analyst, Tableau",Unknown,360000,1330000,0,Range (X-Y yrs)
HR Data Analyst (3-5 yrs),D Square Consulting Services Pvt Ltd,3-5 Yrs,3,5,Not Disclosed,Bangalore / Bengaluru,30,iimjobs,1,1,"Data Analytics, HR Analytics, Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Visualization Analyst - Tableau/Power BI (2-4 yrs),D Square Consulting Services Pvt Ltd,2-4 Yrs,2,4,Not Disclosed,Bangalore / Bengaluru,30,hirist,1,1,"Data Visualization, Data Analyst, Tableau",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Fusemachines,1-3 Yrs,1,3,Not Disclosed,Pune,120,Naukri,5,1,"SQL, MySQL, Project management",Unknown,360000,1330000,0,Range (X-Y yrs)
PHP Developer,Alphanso Tech,1-6 Yrs,1,6,Not Disclosed,Rajkot,210,Naukri,5,1,"PHP, MySQL, Business intelligence",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,One Muthoot,3-5 Yrs,3,5,Not Disclosed,Bangalore / Bengaluru,330,Naukri,5,1,Data Analyst,Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst/Content Writer Specialist,Sunderella,2-5 Yrs,2,5,Not Disclosed,Mysuru / Mysore,365,Naukri,5,1,"Data analysis, SEO, SEM",Unknown,360000,1330000,0,Range (X-Y yrs)
JS Full Stack Engineer,TensorGo Technologies Private Limited,2-7 Yrs,2,7,Not Disclosed,Hyderabad / Secunderabad,1095,Naukri,5,1,"HTML, MySQL, Front end",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Ariprus,3-7 Yrs,3,7,Not Disclosed,Mumbai,1095,Naukri,5,1,C,Unknown,360000,1330000,0,Range (X-Y yrs)
MIS Executive,PURTI POWER SUGAR LIMITED,3-8 Yrs,3,8,Not Disclosed,Kolkata,365,Naukri,5,1,"Computer science, MIS reporting, Data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Lead Data Analyst,Session AI,2-6 Yrs,2,6,Not Disclosed,Mumbai,270,Naukri,5,1,"SQL, Open source, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,BharatX,1-2 Yrs,1,2,Not Disclosed,Bangalore / Bengaluru,150,Naukri,5,1,"Data analysis, Process improvement, Analytical",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Video Analyst,Innovary Technologies,1-3 Yrs,1,3,Not Disclosed,Bangalore / Bengaluru,1095,Naukri,5,1,"Training, Voice process, Data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst - R/Python (6-12 yrs),Resource Tree Global Services,6-12 Yrs,6,12,Not Disclosed,Bangalore / Bengaluru,90,hirist,5,1,"Data Analyst, SQL, Data Mining",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Jar,1-2 Yrs,1,2,₹ 11 - 14L/yr (AmbitionBox estimate),Bangalore / Bengaluru,150,Naukri,2.4,13,"Python, Data analysis, Monitoring",Estimated by Ambition Box,1100000,1400000,1,Range (X-Y yrs)
Data Analyst,Pharmahopers Pvt. Ltd.,0-1 Yrs,0,1,Not Disclosed,Chennai,300,Naukri,5,1,"Data Analyst, Data entry",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst Intern,Jar,0-4 Yrs,0,4,Not Disclosed,Bangalore / Bengaluru,365,Naukri,2.4,13,"Data analysis, Monitoring, Web analytics",Unknown,1100000,1400000,0,Range (X-Y yrs)
Senior Data Analyst EDP DMA,CloudAngles,4-9 Yrs,4,9,Not Disclosed,Noida,210,Naukri,5,1,"CRM, Consulting, Account management",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Augie Pets India Pvt limited,0-3 Yrs,0,3,Not Disclosed,Bangalore / Bengaluru,365,Naukri,5,1,"Market analysis, data visualization, Data collection",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Xtreme management solutions,1-2 Yrs,1,2,Not Disclosed,Bangalore / Bengaluru,365,Naukri,5,1,"Data analysis, SQL, Data processing",Unknown,360000,1330000,0,Range (X-Y yrs)
Power BI Developer,atQor,2-5 Yrs,2,5,Not Disclosed,Ahmedabad,90,Naukri,5,1,"SQL, SSIS, Data modeling",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Contechub,1-3 Yrs,1,3,Not Disclosed,Remote,210,Naukri,3.4,3,"Salesforce, Data Analyst, Management",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,OLIVER,5-6 Yrs,5,6,Not Disclosed,Mumbai,60,Naukri,2,3,"Usage, digital analytics, CGI",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst/Data Scientist (2-8 yrs),Quant Matrix AI Solutions,2-8 Yrs,2,8,Not Disclosed,Mumbai,30,iimjobs,0,0,"Data Science, Data Analytics, Data Scientist",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Construction Business (2-5 yrs),The Grand Group - HR Provider,2-5 Yrs,2,5,Not Disclosed,Delhi ncr,30,iimjobs,0,0,"Data Analytics, Analytics, Consulting - Real Estate",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Nlineaxis IT Solutions,2-5 Yrs,2,5,Not Disclosed,Jaipur,365,Naukri,3.1,4,"Troubleshooting, Data mining, data cleansing",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Nlineaxis IT Solutions,2-5 Yrs,2,5,Not Disclosed,Jaipur,365,Naukri,3.1,4,"Troubleshooting, Data mining, data cleansing",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Vixplor Analytics,1-5 Yrs,1,5,Not Disclosed,Kolkata,1460,Naukri,3.3,3,"Computer science, Analytical, Data collection",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst (New),Fam,2-4 Yrs,2,4,Not Disclosed,Bangalore / Bengaluru,60,Naukri,3,1,"SQL, Python, SAS",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,highlevel,3-5 Yrs,3,5,Not Disclosed,Remote,180,Naukri,3.6,2,"tableau, Report writing, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,highlevel,3-5 Yrs,3,5,Not Disclosed,Remote,365,Naukri,3.6,2,"Analytics, SQL, Process improvement",Unknown,360000,1330000,0,Range (X-Y yrs)
Business Data Analyst (8-15 yrs),Acharyaconsulting Services,8-15 Yrs,8,15,Not Disclosed,Bangalore / Bengaluru,30,hirist,0,0,"Data Analyst, Business Analyst, Project Management",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Business Intelligence Developer - Tableau (4-7 yrs),Zyoin group,4-7 Yrs,4,7,Not Disclosed,Bangalore / Bengaluru,60,hirist,4,1,"Tableau, Business Intelligence, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Scientist\/Data Analyst,T.E.M.S tech Solutions,2-5 Yrs,2,5,Not Disclosed,Chennai,30,Naukri,0,0,"Analytics, SQL, Automation",Unknown,360000,1330000,0,Range (X-Y yrs)
Spatial Data Analyst Cross Sector Based Project,GIS Vision India,5-10 Yrs,5,10,Not Disclosed,"Chennai, Pune, New Delhi
													+4 more",30,Naukri,0,0,"Data Analyst, Project management, Technical support",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,ZAGENO Inc,2-3 Yrs,2,3,Not Disclosed,Bangalore / Bengaluru,30,Naukri,1,1,"Analytics, Data analysis, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Product Data Analyst,4CRisk.ai,4-9 Yrs,4,9,Not Disclosed,Bangalore / Bengaluru,365,Naukri,2.3,11,"Data analysis, MySQL, Agile",Unknown,360000,1330000,0,Range (X-Y yrs)
Sr. Data Analyst,Tesseract Imaging Pvt Ltd,4-6 Yrs,4,6,Not Disclosed,"Navi Mumbai, Mumbai",120,Naukri,2.2,13,"Data analysis, Data management, Analytical",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Cigna Healthcare,5-7 Yrs,5,7,Not Disclosed,Bangalore / Bengaluru,60,Naukri,2.1,5,"Data Analyst, MIS, Healthcare",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,Tacnique,3-6 Yrs,3,6,Not Disclosed,"Chennai, Pune, New Delhi
													+4 more",60,Naukri,2,1,"Analytics, Data analysis, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Healthcare Data Analyst,ChiSquarelabs,1-4 Yrs,1,4,Not Disclosed,Cochin/Ernakulam/Kochi,90,Naukri,2.7,4,"Administration, Nursing, Business operations",Unknown,360000,1330000,0,Range (X-Y yrs)
Data_Analyst,The CAI Store,2-7 Yrs,2,7,Not Disclosed,Mumbai,365,Naukri,3,3,"Python, microsoft, MATLAB",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Business Intelligence (5-10 yrs),ARR Recruitment Solutions,5-10 Yrs,5,10,Not Disclosed,Bangalore / Bengaluru,30,hirist,0,0,"Data Analyst, Data Analytics, Business Intelligence",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Magic Infomedia,0-2 Yrs,0,2,Not Disclosed,New Delhi,30,Naukri,0,0,"data mining, data cleansing, data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Financial Data Analyst - F P & A,Innovya Technologies,5-7 Yrs,5,7,Not Disclosed,Hyderabad / Secunderabad,90,Naukri,2.9,3,"Troubleshooting, Reconciliation, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,One Impression,1-2 Yrs,1,2,Not Disclosed,Gurgaon / Gurugram,240,Naukri,2,14,"Automation, SQL, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Tableau/Power BI (5-8 yrs),Excellence and Eminence LLP,5-8 Yrs,5,8,Not Disclosed,"Bangalore / Bengaluru, Chennai",30,hirist,0,0,"Data Analyst, Power BI, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst - Statistical Modeling (5-7 yrs),Chadwick Professional Services Private Limited,5-7 Yrs,5,7,Not Disclosed,Chennai,60,hirist,4,1,"Data Analyst, Data Modeling, Data Science",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst (2-5 yrs),D Square Consulting Service,2-5 Yrs,2,5,Not Disclosed,Bangalore / Bengaluru,30,hirist,1,1,"Data Analyst, Data Analytics, Data Governance",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Scientist,Vide Alpha Tech,1-5 Yrs,1,5,Not Disclosed,New Delhi,150,Naukri,4,1,C,Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,Startapp Global,1-4 Yrs,1,4,Not Disclosed,Bangalore / Bengaluru,210,Naukri,4,1,"SQL, Analytical, Microstrategy",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Business Brio,1-2 Yrs,1,2,Not Disclosed,Kolkata,270,Naukri,4,1,"MySQL, Python, RDBMS",Unknown,360000,1330000,0,Range (X-Y yrs)
Assistant Cum Data Analyst,Institute of Personality Development (IPD),0-6 Yrs,0,6,Not Disclosed,Aurangabad,365,Naukri,3.2,2,"Internship, Digital media, Balance Sheet",Unknown,360000,1330000,0,Range (X-Y yrs)
Junior Data Analyst,Times World Information Technology,2-3 Yrs,2,3,Not Disclosed,"Thiruvananthapuram, Calicut/Kozhikode",365,Naukri,0,0,"data cleansing, Data analysis, Google Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
DATA ANALYST,Blocklogy Edutech Private Limited,1-3 Yrs,1,3,Not Disclosed,Mumbai,1460,Naukri,0,0,"Outbound, E-learning, Content development",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst-1,EASYRECRUE,3-6 Yrs,3,6,Not Disclosed,Hyderabad / Secunderabad,30,Naukri,0,0,"Backend, Data analysis, Data modeling",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst - SQL (4-7 yrs),Magna Hire,4-7 Yrs,4,7,Not Disclosed,Bangalore / Bengaluru,30,hirist,0,0,"Data Analyst, Data Analytics, Data Warehousing",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Advanced Risk Analytics Private Limited,2-6 Yrs,2,6,Not Disclosed,Ahmedabad,2190,Naukri,2.7,3,"CV, Data collection, Environmental science",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Data Quality & Governance (2-4 yrs),D Square Consulting Services Pvt Ltd,2-4 Yrs,2,4,Not Disclosed,Bangalore / Bengaluru,60,hirist,1,1,"Data Analyst, Data Analytics, Data Quality",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Python (6-8 yrs),Spot Your Leaders And Consulting LLP,6-8 Yrs,6,8,Not Disclosed,Hyderabad / Secunderabad,60,iimjobs,0,0,"Data Science, Data Analytics, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Preferred Square Analytics,2-3 Yrs,2,3,Not Disclosed,Gurgaon / Gurugram,120,Naukri,2,8,"power bi, excel, sql queries",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - MIS - BFSI (5-6 yrs),Arin Consultancy Pvt. Ltd.,5-6 Yrs,5,6,Not Disclosed,Mumbai,60,iimjobs,3,1,"Data Analytics, Analytics, MIS",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - SQL/ETL (2-4 yrs),D Square Consulting Services Pvt Ltd,2-4 Yrs,2,4,Not Disclosed,Bangalore / Bengaluru,60,hirist,1,1,"Data Analyst, Data Analytics, Data Quality",Unknown,360000,1330000,0,Range (X-Y yrs)
HR Data Analyst - IT (2-4 yrs),D Square Consulting Services Pvt Ltd,2-4 Yrs,2,4,Not Disclosed,Bangalore / Bengaluru,60,iimjobs,1,1,"Data Analytics, HR Analytics, Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Online/Internet (1-3 yrs),Meyrahkee Advisors Private Limited,1-3 Yrs,1,3,Not Disclosed,Bangalore / Bengaluru,60,iimjobs,0,0,"SQL, Data Analytics, Data Modeling",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analysts,Pratyaksh Medical Care,1-2 Yrs,1,2,Not Disclosed,Noida,60,Naukri,0,0,"SPSS, data science, WinCross",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Rehoboth Academic Services,2-7 Yrs,2,7,Not Disclosed,Bangalore / Bengaluru,1095,Naukri,2.1,5,"MS Office, Content writing, SEM",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,DeetsDigital Pvt. Ltd.,1-4 Yrs,1,4,Not Disclosed,Remote,270,Naukri,2.2,4,"Python, Statistical programming, Programming",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Recruitment Smart Technologies India Private Limited,4-8 Yrs,4,8,Not Disclosed,Ahmedabad,365,Naukri,1.9,6,"R Programming, power bi, MIS",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Recruitment Smart Technologies India Private Limited,4-10 Yrs,4,10,Not Disclosed,Ahmedabad,365,Naukri,1.9,6,"Manager Quality Control, MIS, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Scientist - Machine Learning/Predictive Modeling (5-10 yrs),East 57th Street Partners,5-10 Yrs,5,10,Not Disclosed,Bangalore / Bengaluru,60,hirist,0,0,"Data Science, Data Scientist, Machine Learning",Unknown,360000,1330000,0,Range (X-Y yrs)
Technical Data Analyst,"Vyrian, Inc",5-10 Yrs,5,10,Not Disclosed,Indore,730,Naukri,2.5,2,"Sql, Data Analysis, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
IT Vacancy in Delhi- Data Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-6 Yrs,2,6,Not Disclosed,New Delhi,1460,Naukri,3,1,"Software services, data visualization, Software",Unknown,67500,2150000,0,Range (X-Y yrs)
Data Analyst / Business Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-3 Yrs,2,3,Not Disclosed,Gurgaon / Gurugram,2555,Naukri,3,1,"Data Analyst, MS Office, SQL",Unknown,67500,2150000,0,Range (X-Y yrs)
Data Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-5 Yrs,2,5,Not Disclosed,Gurgaon/Gurugram,2555,Naukri,3,1,"Data Analyst, CRM, ERP",Unknown,67500,2150000,0,Range (X-Y yrs)
Back office coordinator(Female),RIGHT STEP CONSULTING PRIVATE LIMITED,1-3 Yrs,1,3,Not Disclosed,Noida,2555,Naukri,3,1,"Analytics, Business intelligence, Back Office Coordinator",Unknown,67500,2150000,0,Range (X-Y yrs)
IT Vacancy in Delhi- Data Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-6 Yrs,2,6,Not Disclosed,New Delhi,1460,Naukri,3,1,"Software services, data visualization, Software",Unknown,67500,2150000,0,Range (X-Y yrs)
Data Analyst / Business Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-3 Yrs,2,3,Not Disclosed,Gurgaon / Gurugram,2555,Naukri,3,1,"Data Analyst, MS Office, SQL",Unknown,67500,2150000,0,Range (X-Y yrs)
Data Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,2-5 Yrs,2,5,Not Disclosed,Gurgaon/Gurugram,2555,Naukri,3,1,"Data Analyst, CRM, ERP",Unknown,67500,2150000,0,Range (X-Y yrs)
Back office coordinator(Female),RIGHT STEP CONSULTING PRIVATE LIMITED,1-3 Yrs,1,3,Not Disclosed,Noida,2555,Naukri,3,1,"Analytics, Business intelligence, Back Office Coordinator",Unknown,67500,2150000,0,Range (X-Y yrs)
SR. Analyst,RIGHT STEP CONSULTING PRIVATE LIMITED,4-6 Yrs,4,6,Not Disclosed,"New Delhi, Gurgaon / Gurugram",2555,Naukri,3,1,"Senior Data Analyst, Software services, Hoovers",Unknown,67500,2150000,0,Range (X-Y yrs)
Team Leader,RIGHT STEP CONSULTING PRIVATE LIMITED,1-5 Yrs,1,5,Not Disclosed,"New Delhi, Gurgaon/Gurugram",2555,Naukri,3,1,"Pharma, Clinical research, Pharmacy",Unknown,67500,2150000,0,Range (X-Y yrs)
Digital Analyst - Tag Management System (3-5 yrs),RapidBraiins,3-5 Yrs,3,5,Not Disclosed,"Mumbai, Bangalore / Bengaluru",60,hirist,0,0,"Data Analyst, Data Analytics, Google Tag Manager",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,iProPal (ALLPS),1-3 Yrs,1,3,Not Disclosed,"Chennai, Pune, New Delhi
													+4 more",60,Naukri,0,0,"Data analysis, Machine learning, Artificial Intelligence",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst Intern,TechKnowledgeHub.org,0-3 Yrs,0,3,Not Disclosed,Remote,60,Naukri,0,0,"Data analysis, data science, Intern",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analysts / HTML Editor,i-Tech Infonet Pvt Ltd,0-2 Yrs,0,2,Not Disclosed,Rajkot,365,Naukri,1.7,3,"HTML, XML, PDF",Unknown,360000,1330000,0,Range (X-Y yrs)
DataSlush - Senior Analytics Implementation Engineer (2-5 yrs),IT Company,2-5 Yrs,2,5,Not Disclosed,Ahmedabad,60,hirist,0,0,"Data Analyst, Data Analytics, Reporting Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - SQL/Python/R (7-9 yrs),Meved Solutions,7-9 Yrs,7,9,Not Disclosed,Bangalore / Bengaluru,60,hirist,1,1,"Data Analyst, Data Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,Tacnique,5-10 Yrs,5,10,Not Disclosed,Remote,180,Naukri,2,1,"SQL, Javascript, Automation",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst - Tableau/Power BI (5-8 yrs),"About Taggd: Taggd is a digital recruitment platform that provides Ready-to-Hire talent to India Inc. Combining the power of human knowledge and data, Taggd hassuccessfully fulfilled talent mandates of more than 100 clients and ensured hiring managers’",5-8 Yrs,5,8,Not Disclosed,"Mumbai, Bangalore / Bengaluru, Pune
													+2 more",60,hirist,0,0,"SQL, Power BI, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
DATA ANALYST INTERN,VR Careerz,0-1 Yrs,0,1,Not Disclosed,Chennai,150,Naukri,1.7,2,"Intern, Data analysis, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
